Day,Open,High,Low,Close,Adj Close,Volume
numeric,numeric,numeric,numeric,numeric,numeric,numeric
302,43,44.287498,42.880001,43.48,43.205898,41916800
303,42.785,42.8825,41.349998,42.547501,42.279274,66024800
304,42.237499,42.897499,41,42.205002,41.938931,56950000
305,40.875,41.107498,39.452499,39.612499,39.362774,65691200
306,40.012501,40.865002,39.622501,40.509998,40.254616,52488000
307,39.950001,40.262501,39.352501,39.895,39.643494,50232000
308,39.84,40.477501,39.412498,40.047501,39.795033,78108800
309,39.625,40.927502,38.735001,39.1325,38.885799,102206800
310,38.137501,38.692501,37.6875,37.9375,37.698326,57206400
311,38.549999,38.924999,38.16,38.764999,38.520622,36184800
312,38.375,38.637501,37.939999,38.049999,37.810123,32586800
313,37.422501,37.422501,36.227501,36.830002,36.597816,59184400
314,37.02,37.375,36.220001,36.287498,36.058731,35758400
315,36.465,36.794998,35.8125,35.8325,35.606609,42835600
316,35.352501,35.705002,34.735001,35.084999,34.863815,55980000
317,35.077499,35.4375,34.392502,34.7775,34.597702,39430000
318,34.285,34.962502,33.8475,33.865002,33.689926,38972000
319,33.977501,34.3675,33.150002,33.445,33.272083,47864400
320,34.09,35.802502,33.8675,35.75,35.56517,64183600
321,36.4925,36.547501,34.955002,35.32,35.13739,51161600
322,35.362499,36.192501,35.337502,35.945,35.759167,40814000
323,36.005001,36.720001,35.8125,36.375,36.186943,34885600
324,36.939999,37.797501,36.939999,37.107498,36.915653,40278000
325,37.709999,38.09,37.290001,37.6875,37.492657,38387200
326,37.25,37.3125,36.397499,36.549999,36.361034,35889200
327,36.772499,37.25,36.595001,37.064999,36.873367,30808000
328,36.127499,36.372501,35.709999,36.16,35.973053,39442800
329,36.142502,36.630001,35.912498,36.2575,36.070049,27604000
330,36.875,38.7775,36.764999,38.220001,38.0224,58192000
331,38.575001,38.689999,38.017502,38.279999,38.082096,33164400
332,39.192501,39.3325,38.380001,38.525002,38.325825,35016800
333,38.375,38.869999,37.875,37.939999,37.743851,43442800
334,38.154999,38.462502,37.68,38.165001,37.967693,28294800
335,38.215,38.970001,37.842499,37.869999,37.674217,31186800
336,39.1525,40.43,39.022499,39.814999,39.609158,58407200
337,40.677502,41,40.314999,40.807499,40.596519,44544000
338,41.25,41.342499,40.587502,41.057499,40.845226,39766800
339,43.142502,43.487499,41.165001,41.5425,41.327724,70975600
340,41.375,41.587502,40.424999,40.557499,40.347816,40022800
341,40.7925,40.849998,40.084999,40.6875,40.477142,24663600
342,40.099998,40.145,39.419998,40.057499,39.850403,39655200
343,39.4575,39.647499,39,39.302502,39.099312,32978800
344,38.877499,39.610001,38.75,39.327499,39.124184,34286000
345,39.764999,40.592499,39.625,40.014999,39.808128,45207600
346,40.75,41.98,40.375,41.57,41.355087,68256000
347,41.849998,42.6175,41.849998,41.9025,41.685871,50639200
348,42.115002,42.2775,41.532501,41.817501,41.601303,28984000
349,41.6675,42.0425,41.209999,41.77,41.554062,34144400
350,41.787498,42.497501,41.4925,42.427502,42.208153,34820400
351,42.532501,43.177502,41.962502,42.544998,42.325043,44219200
352,42.93,42.994999,42.049999,42.110001,41.892296,34489600
353,42.325001,42.959999,42.25,42.830002,42.608574,31594000
354,43.224998,43.935001,43.067501,43.915001,43.687965,42817600
355,44.349998,44.7225,43.584999,44.665001,44.434078,36623600
356,44.247501,44.375,43.110001,43.345001,43.120911,39270000
357,43.6175,44.237499,43.6175,43.767502,43.541229,27416000
358,43.695,43.8675,42.817501,43.705002,43.47905,24816000
359,43.237499,43.985001,43.092499,43.862499,43.635735,19777200
360,43.544998,43.555,41.755001,42.18,41.961937,35941600
361,42.285,43.195,40.705002,41.23,41.016846,42121200
362,40.297501,40.994999,39.82,40.297501,40.089161,42834800
363,38.450001,38.462502,37.224998,37.697498,37.502609,58915600
364,38.450001,38.907501,37.607498,38.087502,37.890598,36127200
365,37.474998,38.592499,37.299999,38.4725,38.27359,37256000
366,39.052502,39.577499,38.474998,39.564999,39.360447,30930000
367,39.1525,39.1875,38.037498,38.544998,38.345722,34181600
368,38.02,38.544998,37.642502,37.862499,37.666756,27920000
369,37.8475,39.474998,37.455002,39.012501,38.810806,35195600
370,38.125,38.237499,37.077499,37.517502,37.323532,41988000
371,37.7075,37.907501,36.8475,37.192501,37.000225,47720000
372,39.837502,40.384998,39.220001,39.889999,39.683765,100796000
373,41.029999,42.855,40.8675,42.695,42.47427,81511200
374,42.639999,42.645,41.755001,41.967499,41.750523,46318800
375,42.6325,43.362499,42.415001,42.807499,42.586189,42724400
376,42.904999,43.3325,42.474998,42.869999,42.648361,30348800
377,42.099998,42.647499,40.41,40.610001,40.400043,56805600
378,41.4025,41.645,40.977501,41.362499,41.148655,31820800
379,41.747501,41.775002,40.154999,40.450001,40.240887,29096800
380,40.145,40.834999,39.75,40.305,40.136322,25561200
381,41.224998,42.075001,41.189999,41.75,41.575268,35797600
382,42.215,42.715,41.695,41.877499,41.702229,29061600
383,41.145,41.477501,40.8125,41.0425,40.870724,29614000
384,41.6525,42.264999,41.6525,42.189999,42.01342,22772800
385,43.217499,44.997501,43.200001,44.935001,44.746941,69567600
386,44.700001,45.272499,44.279999,44.662498,44.475574,37697600
387,44.974998,45.994999,44.959999,45.125,44.936142,41752400
388,44.794998,46.0625,44.697498,45.794998,45.603336,35281200
389,45.942501,46.567501,45.650002,46.0825,45.889637,36151200
390,46.549999,47.099998,45.987499,46.067501,45.874702,32784000
391,45.397499,45.77,45.044998,45.485001,45.294636,32459200
392,44.73,45.400002,44.625,45.052502,44.863949,23183200
393,45.119999,45.310001,44.6525,45.267502,45.078049,22304800
394,45.197498,45.355,44.125,44.994999,44.806683,25815200
395,45.055,45.240002,44.127499,44.235001,44.049873,24547600
396,44.224998,44.462502,43.07,43.172501,42.991821,35024400
397,43.174999,44.1675,43.137501,43.709999,43.527065,24971200
398,44.025002,44.322498,42.775002,43.1325,42.951984,31726800
399,43.127499,44.755001,42.677502,44.557499,44.371021,30843200
400,44.459999,44.547501,43.822498,44.334999,44.149452,23456400
401,43.915001,44.424999,42.330002,42.939999,42.760284,36205600
402,43.200001,43.619999,42.884998,43.517502,43.335381,18618400
403,43.75,45.25,43.452499,43.5,43.317936,36600800
404,43.279999,43.400002,42.532501,43.259998,43.078949,29337200
405,43.305,45.389999,43,45.327499,45.137783,45058800
406,45.349998,45.787498,44.695,45.4925,45.302109,26552400
407,46.145,47.084999,46.057499,46.0825,45.889637,48098400
408,45.16,45.16,44.125,44.307499,44.122066,44443600
409,45.080002,45.674999,44.790001,45.177502,44.988419,29241200
410,45.154999,46.27,45.102501,45.7575,45.565998,30912400
411,46.602501,47.334999,46.412498,46.497501,46.302895,44640400
412,46.41,46.842499,46.0975,46.6325,46.437332,20004000
413,47.540001,49.822498,47.400002,49.092499,48.887035,66412400
414,48.75,49.805,48.4375,48.552502,48.349304,42894400
415,49,49.452499,48.025002,48.572498,48.369213,26343600
416,48.577499,48.904999,46.875,47.622501,47.423187,30744000
417,48.240002,49.137501,48.049999,49.002499,48.797413,26186800
418,49.575001,50.6325,48.825001,48.9025,48.69783,32872000
419,48.077499,48.915001,47.7575,48.772499,48.568371,27991600
420,49.1875,49.552502,48.845001,49.215,49.009029,23202000
421,50.025002,51.345001,49.947498,51.134998,50.920986,42309200
422,51.575001,52.224998,51.279999,51.697498,51.481136,33079200
423,51.557499,51.622501,50.535,50.73,50.517689,21123600
424,51,51.057499,50.064999,50.75,50.537605,20596000
425,50.540001,50.75,49.452499,50.255001,50.04467,20973200
426,49.900002,50.9725,49.647499,50.647499,50.435532,28364000
427,51.462502,52.75,51.23,52.625,52.404758,37671600
428,52.622501,52.884998,51.919998,52.4025,52.183193,30086800
429,52.16,52.4175,51.0275,51.907501,51.690254,26901200
430,52.7775,52.924999,51.634998,52.084999,51.867012,28034000
431,51.915001,52.262501,51.537498,51.945,51.7276,18910000
432,51.9375,52.2775,51.07,52.044998,51.827175,24343600
433,52.43,52.965,52.077499,52.4025,52.183193,28350400
434,52.087502,52.365002,51.474998,52.142502,51.924274,30018800
435,52.232498,52.470001,51.630001,52.447498,52.228001,51808000
436,52.424999,52.945,50.16,51.047501,50.833855,105362800
437,50.9725,53.337502,50.942501,53.07,52.847893,57458800
438,52.7575,52.994999,51.412498,51.997501,51.779884,41456400
439,51.767502,53.637501,51.639999,52.794998,52.574043,47258800
440,52.75,53.310001,52.327499,52.544998,52.325085,28838800
441,52.772499,53.240002,52.485001,52.7225,52.501842,22410000
442,54.009998,55.352501,53.880001,55.302502,55.071045,50647600
443,55.125,55.172501,54.185001,54.25,54.022945,38524400
444,54.6675,55.012501,54.294998,54.560001,54.371746,21578400
445,54.25,54.535,53.945,54.185001,53.998035,14155600
446,54.115002,54.25,52.16,52.3125,52.131996,37203600
447,50.467499,51.955002,50.092499,51.915001,51.73587,46523200
448,52.755001,52.98,52.067501,52.355,52.174351,27342400
449,52.575001,52.732498,51.877499,52.185001,52.00494,18488400
450,52.880001,53.372501,52.779999,53.0425,52.859478,23223600
451,52.8125,53.592499,52.724998,53.0425,52.859478,21188000
452,53.345001,54.014999,52.814999,53.494999,53.310417,25638800
453,53.599998,54.389999,53.575001,54.334999,54.147522,23379600
454,54.044998,56.200001,53.955002,56.017502,55.824219,40434800
455,56.047501,57.244999,55.455002,55.997501,55.804291,45470400
456,56.474998,57.014999,56.192501,56.287498,56.093285,32097600
457,56.474998,57.299999,56.380001,57.072498,56.875568,32119600
458,57.422501,57.985001,57.337502,57.377499,57.179516,34354800
459,57.724998,59,57.674999,58.865002,58.661896,44536000
460,59.532501,60.0975,59.34,59.842499,59.636013,60304400
461,60.130001,60.452499,59.5975,59.705002,59.498993,35506000
462,59.549999,59.827499,59.205002,59.654999,59.449162,13886400
463,59.689999,60.080002,59.5,59.797501,59.591171,18285200
464,59.950001,60.084999,58.952499,59.217499,59.013172,25464400
465,58.997501,59.049999,57.764999,58.080002,57.879601,25805600
466,57.724998,58.919998,57.532501,58.825001,58.622028,23100400
467,59.6875,59.977501,59.18,59.977501,59.770546,23753600
468,58.775002,59.4575,58.525002,59.017502,58.813869,20538400
469,58.080002,59.317501,57.817501,59.264999,59.060509,26263600
470,59.549999,60.442501,59.0975,59.982498,59.775532,31485600
471,59.939999,60.509998,59.537498,60.095001,59.887646,27710800
472,60.962502,61.482498,60.215,60.755001,60.545368,25511200
473,61.8325,62.137501,60.9375,61.080002,60.869244,31629600
474,61.915001,63.247501,61.6875,62.994999,62.777637,31984000
475,62.564999,62.82,61.6875,61.82,61.606697,35908800
476,61.947498,62.172501,61.1325,61.392502,61.180664,26310400
477,61.93,62.2925,61.695,62.232498,62.017765,28419200
478,62.424999,62.5,61.842499,62.32,62.104965,25379200
479,61.952499,62.322498,61.642502,61.985001,61.771133,21791600
480,62.439999,63.397499,62.25,62.5275,62.311756,23924000
481,62.93,63.299999,62.037498,63.215,62.996883,24451600
482,64.375,64.875,62.075001,62.619999,62.403927,37351200
483,59.560001,60.5625,58.057499,60.049999,59.8428,47053600
484,60.712502,62.317501,60.177502,61.9925,61.778595,31097600
485,61.8475,62.209999,60.985001,61.384998,61.173199,25884800
486,60.4025,61.587502,59.849998,61.452499,61.240456,29050400
487,60.9925,61.112499,58.6875,59.107498,58.903549,37042000
488,58.924999,60.2775,58.862499,60.0825,59.875198,25556400
489,61.5075,61.974998,61.005001,61.782501,61.569324,27154400
490,62.997501,63.099998,61.852501,62.689999,62.47369,20822000
491,63.035,63.5625,62.220001,63.5625,63.343178,21828400
492,63.16,63.3825,62.642502,62.897499,62.680473,18975200
493,63.125,65.75,63.075001,65.7425,65.515656,52960800
494,66.830002,68.125,66.207497,66.972504,66.741409,63855600
495,67.502502,68.199997,67.112503,68.135002,67.899902,37464400
496,67.552498,68.370003,67.277496,67.695,67.461426,52801600
497,71.815002,73.7425,71.5,72.447502,72.19751,104192400
498,71.410004,74.327499,71.214996,74.142502,73.886673,62016400
499,75.372498,78.852501,75.372498,78.675003,78.403557,69433200
500,78.192497,79.080002,74.087502,77.175003,76.908707,81005200
501,76.047501,76.300003,72.665001,73.517502,73.263824,76818000
502,67.547501,70.467499,67,68.32,68.084274,85691600
503,69.074997,69.697502,64.489998,65.512497,65.286446,105549600
504,65.514999,68.862503,65.5,66.912498,66.681625,74773200
505,63.724998,66.75,62.2225,63.150002,62.969746,90641600
506,60.615002,68.114998,60.447498,67.517502,67.324783,113325200
507,69.224998,69.397499,65.25,69.107498,68.910233,89074400
508,69.667503,70.267502,65.614998,66.472504,66.282761,65279200
509,67.550003,71.222504,66.800003,71.127502,70.924477,59740800
510,69.125,70.800003,67.875,68.322502,68.127495,54032800
511,66.519997,67.097504,64.5,66.510002,66.320152,51541200
512,59.974998,64.849998,59.544998,61.360001,61.18486,61416000
513,64.135002,65.269997,61.497501,65.269997,65.083687,58064800
514,63.865002,64.150002,60.642502,61.6175,61.441631,49996400
515,56.365002,59.029999,53.950001,54.077499,53.923141,81654000
516,57.625,60.255001,54.9025,60.209999,60.038136,63483600
517,53.102501,56.525002,48.5,49.099998,48.959846,72697200
518,50.227501,55.215,47.75,54.317501,54.162453,83363200
519,50.025002,52.485001,45.169998,50.705002,50.560268,87426800
520,50.490002,54.182499,48.3475,53.2425,53.090527,76551200
521,54.75,57.580002,51.282501,51.4375,51.290676,80463600
522,51.427502,54.119999,49.630001,53.172501,53.020725,64387600
523,57.25,63.165001,57.012501,62.294998,62.117188,110164400
524,63.450001,65.455002,60.915001,61.404999,61.229725,79343200
525,63.485001,65.555,62.5,64.309998,64.126434,69610800
526,62.5,65.779999,62.169998,63.182499,63.002155,63882800
527,63.84,66.489998,63.397499,66.397499,66.20797,60225200
528,66.800003,68.849998,64.4375,65.900002,65.711899,94996000
529,63.912498,65.3825,60.32,60.767502,60.594051,65691200
530,61.060001,64,60.577499,63.8675,63.685196,67576400
531,63.490002,63.907501,59.5975,60.977501,60.803448,66321200
532,63.810001,67.470001,63.232498,67.099998,66.908478,72788400
